workerid	proliferate.condition	response	sentence	slide_number_in_experiment	tgrep_id	error
216	condition1	['Yes', False]	some, but not all of them were even better behaved.	21	27056:5	
216	condition1	['No', False]	and you have some, but not all success and want  to go on  learning and continue  learning, uh and not wait until they're in high school	22	45036:13	
216	condition1	['Yes', False]	i, sometimes i hear some, but not all things on, on the radio.	23	53389:28	
216	condition1	['Yes', False]	i sold some, but not all of them,	24	13059:11	
216	condition1	['Yes', False]	well, um, oh, i guess another thing i've noticed, too, here lately is that even though we've had some, but not all pretty warm days, it's been awfully gray, you know, just,	25	25273:85	
287	condition1	['jessica', 'Jessica']		1	bot_check	
287	condition1	['Yes', '']		3	example1	
287	condition1	['No', '']		4	example2	
287	condition1	['No', True]	i'd have  to go back through some, but not all expense reports.	6	106267:29	
287	condition1	['No', True]	and i do, i try  to do some, but not all arts and crafts	7	142147:41	
287	condition1	['Yes', True]	but i've, i've got some, but not all opinions on it.	8	62192:35	
287	condition1	['No', False]	and i process some, but not all ratings and put, do graphics for their television stations, mumblex their clients,	9	38055:13	
287	condition1	['No', False]	and this candidate tells you some, but not all things.	10	45071:17	
287	condition1	['Yes', False]	probably some, but not all of them did.	11	43900:8	
287	condition1	['No', True]	so, we thought well, maybe there are some, but not all crab in here,	12	22656:29	
287	condition1	['No', True]	so, she is pretty much, although there were some, but not all other women in her class, she was, you know, uh, one of the minorities,	13	96775:40	
287	condition1	['Yes', False]	but i also dislike, uh, some, but not all classical music,	14	161373:22	
287	condition1	['Yes', True]	there is one cousin out in colorado, uh, uh, some, but not all cousins over in phoenix, uh,	15	141287:39	
287	condition1	['No', True]	but the, the interesting thing is that paint we wound up  having  to go back and scrape some, but not all of that away	16	27683:75	
287	condition1	['Yes', False]	even some, but not all of the immediate things that i need  to know, i don't know it until the next hour	17	175399:7	
287	condition1	['No', False]	something giving you some, but not all affection as well.	18	120747:13	
287	condition1	['No', False]	at least some, but not all companies.	19	172656:9	
287	condition1	['No', False]	you may get a cold snap or two or some, but not all rain or something like we've been getting  in december,	20	138943:28	
287	condition1	['No', False]	and i hope you get some more calls and make some, but not all more calls.	21	64969:34	
287	condition1	['Yes', False]	i mean, they are eighteen to twenty-four, some, but not all of the young men and women.	22	84633:31	
287	condition1	['Yes', False]	some, but not all of the changing roles of women in that respect, i have been a product of .	23	97989:5	
287	condition1	['No', False]	i'm convinced that, uh, detroit or whoever it is  made a major mistake, years ago when they stopped  putting the small v eights in and went to the fours and some, but not all of the sixes .	24	57643:110	
287	condition1	['Yes', False]	and painting and some, but not all wallpapering,	25	7267:12	
52	condition1	['Patricia', 'Patricia']		1	bot_check	
52	condition1	['Yes', '']		3	example1	
52	condition1	['No', '']		4	example2	
52	condition1	['Yes', True]	and then you would see see some, but not all of the others that  are were like distant from the other group	6	146618:32	
52	condition1	['Yes', False]	i, i even like guns and roses, some, but not all of their stuff.	7	159588:39	
52	condition1	['No', False]	well, one thing that i like  about this fabric painting thing is i can just make a t shirt and put a little ruffle around it and then, um, cut out a little pattern  from the material, from some, but not all material, like flowers or something, and make, um, a design or, you know, a little arrangement or something on the shirt and, you know, fuse it on with heat and bond, or whatever and then paint around it.	8	146198:134	
52	condition1	['No', False]	what do you feel  are some, but not all of the main problems.	9	129171:26	
52	condition1	['No', True]	and i know they do van pool a lot here from some, but not all of the outer areas,	10	78212:39	
52	condition1	['No', True]	but, uh, there's, uh, some, but not all  some, but not all stuff that i want  to do  with like sierra club and go down to grand canyon or something like that.	11	115916:39	
52	condition1	['No', False]	and i like  to read, uh, i like  to read some, but not all self help books like, uh,	12	115525:57	
52	condition1	['No', True]	and we were hoping, uh,  to do some, but not all camping in the van, um,	13	36600:32	
52	condition1	['No', True]	and if he had an automatic weapon could he really be raising some, but not all problems.	14	59652:37	
52	condition1	['No', True]	but there's some, but not all also some, but not all  uh, not so smart ones.	15	160994:25	
52	condition1	['No', True]	i've done some, but not all other things too. uh, you know.	16	177328:13	
52	condition1	['No', True]	and i think they're working on  building a jogging track and some, but not all other things.	17	63417:44	
52	condition1	['Yes', False]	and in fact, some, but not all of these things i get, some of these questionnaires,	18	13424:16	
52	condition1	['Yes', True]	there wasn't as many advanced placement courses, uh, when i was a senior  that some, but not all other schools had .	19	164858:59	
52	condition1	['No', True]	they had some, but not all real fancy names for them.	20	19474:11	
52	condition1	['Yes', False]	i've, i've done some, but not all water exercises,	21	127596:32	
52	condition1	['Yes', True]	i guess what, the other benefits that, uh, that i, uh, that i miss, i guess is, uh, you know, some, but not all of the bonuses and stuff that that  goes on with just being involved  with a big company, you know	22	145945:125	
52	condition1	['No', True]	um, but still, it gives it some, but not all variety.	23	456:25	
52	condition1	['No', True]	i am sure you have got some, but not all really good nursing homes around dallas.	24	147337:25	
52	condition1	['Yes', False]	it seems that some, but not all of them have gotten higher	25	143752:15	
274	condition1	['Mary', 'Mary']		1	bot_check	
274	condition1	['Yes', '']		3	example1	
274	condition1	['Yes', '']		4	example2	
274	condition1	['No', '']		4	example2	
274	condition1	['No', True]	there are some, but not all  some, but not all other crimes that i think, uh, you know, uh,	6	66757:23	
274	condition1	['No', True]	uh, and some, but not all of, some, but not all stuff that i like, uh,	7	161396:28	
274	condition1	['Yes', True]	uh, she can't eat some, but not all cream cheese.	8	87467:20	
274	condition1	['No', True]	well, th-, some, but not all of that,	9	98822:22	
274	condition1	['Yes', True]	i wonder if a judge didn't have control of that if some, but not all of that would change, you know.	10	59953:42	
274	condition1	['Yes', True]	even with my gas card you know, i find that i'll go in  to get some, but not all gas	11	145433:59	
274	condition1	['Yes', False]	like i do some, but not all volunteer work here and there,	12	15216:13	
274	condition1	['No', True]	and consequently some, but not all of the very best students were, had excellent memories	13	27147:10	
